site,plotID,year,shannon_exotic,evenness_exotic,nspp_exotic,shannon_notexotic,evenness_notexotic,nspp_notexotic,shannon_native,evenness_native,nspp_native,shannon_unknown,evenness_unknown,nspp_unknown,rel_cover_native,rel_cover_unknown,rel_cover_exotic,cover_native,cover_unknown,cover_exotic,rel_cover_notexotic,cover_notexotic,shannon_total,evenness_total,nspp_total,shannon_family,evenness_family,nfamilies,invaded,turnover,nestedness,monthyear.x,year_plot,easting.x,northing.x,mean.max.canopy.ht.aop,max.canopy.ht.aop,rumple.aop,deepgaps.aop,deepgap.fraction.aop,cover.fraction.aop,top.rugosity.aop,vert.sd.aop,sd.sd.aop,entropy.aop,GFP.AOP.aop,VAI.AOP.aop,VCI.AOP.aop,siteID,monthyear.y,sitemonthyear,latitude,longitude,easting.y,northing.y,X_TSC_2015median,X_TSC_2016median,X_TSC_2017median,X_TSC_2018median,X_TSC_2019median,X_TSC_2020median
SCBI,SCBI_038,2017,2.350271504,0.111917691,21,1.237529177,0.025255697,49,1.065449909,0.027319228,39,1.669395636,0.208674455,8,0.91444931,0.027281913,0.058268777,56.5625,1.6875,3.604166667,0.941946309,58.47916667,1.523706233,0.021767232,70,0.77256604,0.024921485,31,invaded,0.83030303,0.052049911,2017-07,2017SCBI_038,745583.315,4307441.051,0.511623426,6.52,1.121605586,93,0.055324212,0.944675788,0.903186649,8.970706454,0.063304268,0.612396918,0.872086759,10.54545633,NA,SCBI,7/1/2017,SCBI2017-07,38.881536,-78.168857,745583.315,4307441.051,0,0,0,0,0,0
SCBI,SCBI_040,2016,1.325329747,0.132532975,10,0.993726954,0.026150709,38,0.959220381,0.029975637,32,1.560710409,0.312142082,5,0.968934911,0.003550296,0.027514793,68.22916667,0.25,1.9375,0.97251773,68.5625,1.12871844,0.023514967,48,0.446023682,0.015380127,29,invaded,0.771428571,0.109168443,2016-07,2016SCBI_040,745583.426,4307710.54,0.142548325,0.605,1.007092437,129,0.076740036,0.923259964,0.076802343,11.59846444,1.190305592,0.660389257,0.891429915,11.76951417,NA,SCBI,7/1/2016,SCBI2016-07,38.883962,-78.168759,745583.426,4307710.54,0,0,0,0,0,0
SCBI,SCBI_043,2016,2.827247598,0.080778503,35,1.967133072,0.035127376,56,1.696192984,0.043492128,39,1.799561649,0.138427819,13,0.858717775,0.043419267,0.097862958,105.4791667,5.333333333,12.02083333,0.903897402,113.0625,2.366226437,0.026002488,91,1.998927214,0.064481523,31,invaded,0.632575758,0.096095571,2016-07,2016SCBI_043,747051.841,4308491.262,0.08297914,0.332,1.002202343,99,0.058893516,0.941106484,0.042207526,9.362377469,2.19444241,0.600346574,0.873376336,9.537467983,NA,SCBI,7/1/2016,SCBI2016-07,38.890577,-78.151569,747051.841,4308491.262,0,0,0,0,0,0
SCBI,SCBI_045,2019,1.169173814,0.129908202,9,2.139128563,0.082274176,26,2.082941231,0.090562662,23,0.955699891,0.31856663,3,0.535490605,0.007306889,0.457202505,32.0625,0.4375,27.375,0.542797495,32.5,2.385142265,0.068146922,35,2.078304344,0.079934782,26,invaded,0.76,0.057490494,2019-06,2019SCBI_045,748104.777,4308522.93,9.125747335,38.585,3.133143529,86,0.051160024,0.948839976,7.245676759,10.02927458,3.44583719,0.617014474,0.878427055,12.94183505,NA,SCBI,6/1/2019,SCBI2019-06,38.890566,-78.139432,748104.777,4308522.93,0,0,0,0,0,0
SCBI,SCBI_047,2019,0.719257937,0.239752646,3,2.694789293,0.070915508,38,2.651851883,0.075767197,35,1.011404265,0.337134755,3,0.699080158,0.007884363,0.29303548,33.25,0.375,13.9375,0.70696452,33.625,2.720735788,0.066359409,41,2.430817808,0.110491719,22,invaded,0.741935484,0.046843394,2019-06,2019SCBI_047,748283.983,4308938.736,22.6937837,33.113,2.392002151,86,0.051160024,0.948839976,5.726010915,12.44318684,2.41444674,0.642343479,0.912757195,11.14015099,NA,SCBI,6/1/2019,SCBI2019-06,38.894257,-78.137217,748283.983,4308938.736,0,0,0,0,0,0
SCBI,SCBI_067,2019,0.134235529,0.044745176,3,1.457045474,0.06622934,22,1.321159317,0.069534701,19,0.830523691,0.27684123,3,0.81920904,0.030131827,0.150659134,27.1875,1,5,0.849340866,28.1875,1.681602794,0.067264112,25,1.589674869,0.088315271,18,invaded,0.780141844,0.038571606,2019-06,2019SCBI_067,748430.953,4308909.054,27.14814947,39.571,3.380327499,82,0.048780488,0.951219512,8.765330445,12.27816556,3.315082261,0.635232306,0.899325161,12.13780936,NA,SCBI,6/1/2019,SCBI2019-06,38.893949,-78.135536,748430.953,4308909.054,0,0,0,0,0,0
SJER,SJER_012,2017,1.396232225,0.087264514,16,2.578487115,0.128924356,20,2.257387431,0.161241959,14,1.612700339,0.26878339,6,0.044880319,0.007646277,0.947473404,2.8125,0.479166667,59.375,0.052526596,3.291666667,1.664220549,0.046228349,36,0.784561104,0.052304074,15,invaded,0.801369863,0.05920706,2017-03,2017SJER_012,258488.165,4107609.784,0.385595718,8.418,1.093355401,93,0.055324212,0.944675788,1.251429977,4.897996668,1.270385283,0.498911608,0.802833216,14.03010387,NA,SJER,3/1/2017,SJER2017-03,37.08368,-119.717046,258488.165,4107609.784,564.5,930,1295,252,554,871.5
SJER,SJER_012,2017,1.396232225,0.087264514,16,2.578487115,0.128924356,20,2.257387431,0.161241959,14,1.612700339,0.26878339,6,0.044880319,0.007646277,0.947473404,2.8125,0.479166667,59.375,0.052526596,3.291666667,1.664220549,0.046228349,36,0.784561104,0.052304074,15,invaded,0.801369863,0.05920706,2017-03,2017SJER_012,258488.165,4107609.784,0.385595718,8.418,1.093355401,93,0.055324212,0.944675788,1.251429977,4.897996668,1.270385283,0.498911608,0.802833216,14.03010387,NA,SJER,3/1/2018,SJER2018-03,37.08368,-119.717046,258488.165,4107609.784,564.5,930,1295,252,554,871.5
SJER,SJER_012,2017,1.396232225,0.087264514,16,2.578487115,0.128924356,20,2.257387431,0.161241959,14,1.612700339,0.26878339,6,0.044880319,0.007646277,0.947473404,2.8125,0.479166667,59.375,0.052526596,3.291666667,1.664220549,0.046228349,36,0.784561104,0.052304074,15,invaded,0.801369863,0.05920706,2017-03,2017SJER_012,258488.165,4107609.784,0.385595718,8.418,1.093355401,93,0.055324212,0.944675788,1.251429977,4.897996668,1.270385283,0.498911608,0.802833216,14.03010387,NA,SJER,3/1/2019,SJER2019-03,37.08368,-119.717046,258488.165,4107609.784,564.5,930,1295,252,554,871.5
SJER,SJER_012,2019,0.194427823,0.064809274,3,1.771487062,0.088574353,20,1.105962712,0.138245339,8,1.321503603,0.1101253,12,0.180327869,0.749882904,0.069789227,8.020833333,33.35416667,3.104166667,0.930210773,41.375,1.914518718,0.083239944,23,1.46128313,0.112406395,13,invaded,0.416666667,0.188967136,2019-03,2019SJER_012,258488.165,4107609.784,0.375982267,8.348,1.102570127,102,0.060678168,0.939321832,1.250042714,4.688881299,1.06040851,0.482615359,0.785823111,17.45129778,NA,SJER,3/1/2017,SJER2017-03,37.08368,-119.717046,258488.165,4107609.784,564.5,930,1295,252,554,871.5
SJER,SJER_012,2019,0.194427823,0.064809274,3,1.771487062,0.088574353,20,1.105962712,0.138245339,8,1.321503603,0.1101253,12,0.180327869,0.749882904,0.069789227,8.020833333,33.35416667,3.104166667,0.930210773,41.375,1.914518718,0.083239944,23,1.46128313,0.112406395,13,invaded,0.416666667,0.188967136,2019-03,2019SJER_012,258488.165,4107609.784,0.375982267,8.348,1.102570127,102,0.060678168,0.939321832,1.250042714,4.688881299,1.06040851,0.482615359,0.785823111,17.45129778,NA,SJER,3/1/2018,SJER2018-03,37.08368,-119.717046,258488.165,4107609.784,564.5,930,1295,252,554,871.5
SJER,SJER_012,2019,0.194427823,0.064809274,3,1.771487062,0.088574353,20,1.105962712,0.138245339,8,1.321503603,0.1101253,12,0.180327869,0.749882904,0.069789227,8.020833333,33.35416667,3.104166667,0.930210773,41.375,1.914518718,0.083239944,23,1.46128313,0.112406395,13,invaded,0.416666667,0.188967136,2019-03,2019SJER_012,258488.165,4107609.784,0.375982267,8.348,1.102570127,102,0.060678168,0.939321832,1.250042714,4.688881299,1.06040851,0.482615359,0.785823111,17.45129778,NA,SJER,3/1/2019,SJER2019-03,37.08368,-119.717046,258488.165,4107609.784,564.5,930,1295,252,554,871.5
SJER,SJER_012,2018,1.706027864,0.085301393,20,2.605525619,0.113283723,23,2.506114249,0.125305712,20,0.907535294,0.302511765,3,0.12086514,0.00466497,0.87446989,5.9375,0.229166667,42.95833333,0.12553011,6.166666667,2.196742341,0.051087031,43,1.244466684,0.069137038,18,invaded,0.712707182,0.090695464,2018-03,2018SJER_012,258488.165,4107609.784,0.475919547,8.672,1.113210273,90,0.05353956,0.94646044,1.325053364,4.908620754,0.976896118,0.499317283,0.803260712,15.45441394,NA,SJER,3/1/2017,SJER2017-03,37.08368,-119.717046,258488.165,4107609.784,564.5,930,1295,252,554,871.5
SJER,SJER_012,2018,1.706027864,0.085301393,20,2.605525619,0.113283723,23,2.506114249,0.125305712,20,0.907535294,0.302511765,3,0.12086514,0.00466497,0.87446989,5.9375,0.229166667,42.95833333,0.12553011,6.166666667,2.196742341,0.051087031,43,1.244466684,0.069137038,18,invaded,0.712707182,0.090695464,2018-03,2018SJER_012,258488.165,4107609.784,0.475919547,8.672,1.113210273,90,0.05353956,0.94646044,1.325053364,4.908620754,0.976896118,0.499317283,0.803260712,15.45441394,NA,SJER,3/1/2018,SJER2018-03,37.08368,-119.717046,258488.165,4107609.784,564.5,930,1295,252,554,871.5
SJER,SJER_012,2018,1.706027864,0.085301393,20,2.605525619,0.113283723,23,2.506114249,0.125305712,20,0.907535294,0.302511765,3,0.12086514,0.00466497,0.87446989,5.9375,0.229166667,42.95833333,0.12553011,6.166666667,2.196742341,0.051087031,43,1.244466684,0.069137038,18,invaded,0.712707182,0.090695464,2018-03,2018SJER_012,258488.165,4107609.784,0.475919547,8.672,1.113210273,90,0.05353956,0.94646044,1.325053364,4.908620754,0.976896118,0.499317283,0.803260712,15.45441394,NA,SJER,3/1/2019,SJER2019-03,37.08368,-119.717046,258488.165,4107609.784,564.5,930,1295,252,554,871.5
SJER,SJER_014,2017,1.581618382,0.105441225,15,2.452112554,0.111459662,22,2.286793921,0.120357575,19,0.778132548,0.259377516,3,0.084555063,0.008182748,0.907262189,5.166666667,0.5,55.4375,0.092737811,5.666666667,1.971172876,0.053274943,37,1.255945361,0.069774742,18,invaded,0.755287009,0.051395569,2017-03,2017SJER_014,258186.243,4107070.181,1.097806533,13.761,1.304747748,89,0.052944676,0.947055324,2.177697884,13.72194231,1.845166977,0.678987554,0.915200834,12.29139255,NA,SJER,3/1/2017,SJER2017-03,37.078744,-119.720266,258186.243,4107070.181,0,0,0,0,0,0
SJER,SJER_014,2017,1.581618382,0.105441225,15,2.452112554,0.111459662,22,2.286793921,0.120357575,19,0.778132548,0.259377516,3,0.084555063,0.008182748,0.907262189,5.166666667,0.5,55.4375,0.092737811,5.666666667,1.971172876,0.053274943,37,1.255945361,0.069774742,18,invaded,0.755287009,0.051395569,2017-03,2017SJER_014,258186.243,4107070.181,1.097806533,13.761,1.304747748,89,0.052944676,0.947055324,2.177697884,13.72194231,1.845166977,0.678987554,0.915200834,12.29139255,NA,SJER,3/1/2018,SJER2018-03,37.078744,-119.720266,258186.243,4107070.181,0,0,0,0,0,0
SJER,SJER_014,2018,1.684423221,0.112294881,15,2.441453408,0.12207267,20,2.24468028,0.140292517,16,1.236477075,0.309119269,4,0.145588235,0.0125,0.841911765,4.125,0.354166667,23.85416667,0.158088235,4.479166667,2.240586884,0.064016768,35,1.497468149,0.083192675,18,invaded,0.732484076,0.05157762,2018-03,2018SJER_014,258186.243,4107070.181,1.303755025,10.365,1.309961884,89,0.052944676,0.947055324,2.392127908,14.24393285,1.527644072,0.687633888,0.918421333,11.0775631,NA,SJER,3/1/2017,SJER2017-03,37.078744,-119.720266,258186.243,4107070.181,0,0,0,0,0,0
SJER,SJER_014,2018,1.684423221,0.112294881,15,2.441453408,0.12207267,20,2.24468028,0.140292517,16,1.236477075,0.309119269,4,0.145588235,0.0125,0.841911765,4.125,0.354166667,23.85416667,0.158088235,4.479166667,2.240586884,0.064016768,35,1.497468149,0.083192675,18,invaded,0.732484076,0.05157762,2018-03,2018SJER_014,258186.243,4107070.181,1.303755025,10.365,1.309961884,89,0.052944676,0.947055324,2.392127908,14.24393285,1.527644072,0.687633888,0.918421333,11.0775631,NA,SJER,3/1/2018,SJER2018-03,37.078744,-119.720266,258186.243,4107070.181,0,0,0,0,0,0
SJER,SJER_015,2017,1.534652023,0.102310135,15,2.708351928,0.108334077,25,2.501744573,0.119130694,21,1.292030131,0.323007533,4,0.06981383,0.007978723,0.922207447,4.375,0.5,57.79166667,0.077792553,4.875,1.89930177,0.047482544,40,1.378632063,0.072559582,19,invaded,0.794666667,0.025426791,2017-03,2017SJER_015,258188.614,4107429.332,1.462090528,15.517,1.464354335,119,0.09070122,0.90929878,2.685923843,2.965696403,0.992854765,0.421177706,0.687165663,16.76424048,NA,SJER,3/1/2017,SJER2017-03,37.081978,-119.720355,258188.614,4107429.332,0,0,0,0,0,0
SJER,SJER_015,2017,1.534652023,0.102310135,15,2.708351928,0.108334077,25,2.501744573,0.119130694,21,1.292030131,0.323007533,4,0.06981383,0.007978723,0.922207447,4.375,0.5,57.79166667,0.077792553,4.875,1.89930177,0.047482544,40,1.378632063,0.072559582,19,invaded,0.794666667,0.025426791,2017-03,2017SJER_015,258188.614,4107429.332,1.462090528,15.517,1.464354335,119,0.09070122,0.90929878,2.685923843,2.965696403,0.992854765,0.421177706,0.687165663,16.76424048,NA,SJER,3/1/2018,SJER2018-03,37.081978,-119.720355,258188.614,4107429.332,0,0,0,0,0,0
SJER,SJER_015,2018,1.125363143,0.160766163,7,1.695358655,0.169535865,10,1.76575041,0.19619449,9,0,0,1,0.037194474,0.027630181,0.935175345,2.1875,1.625,55,0.064824655,3.8125,1.402354255,0.082491427,17,1.097160416,0.109716042,10,invaded,0.75739645,0.057083188,2018-03,2018SJER_015,258188.614,4107429.332,1.076436513,10.747,1.308824394,98,0.058298632,0.941701368,2.476603031,3.461903821,1.16522445,0.445661412,0.724121391,16.17488284,NA,SJER,3/1/2017,SJER2017-03,37.081978,-119.720355,258188.614,4107429.332,0,0,0,0,0,0
SJER,SJER_015,2018,1.125363143,0.160766163,7,1.695358655,0.169535865,10,1.76575041,0.19619449,9,0,0,1,0.037194474,0.027630181,0.935175345,2.1875,1.625,55,0.064824655,3.8125,1.402354255,0.082491427,17,1.097160416,0.109716042,10,invaded,0.75739645,0.057083188,2018-03,2018SJER_015,258188.614,4107429.332,1.076436513,10.747,1.308824394,98,0.058298632,0.941701368,2.476603031,3.461903821,1.16522445,0.445661412,0.724121391,16.17488284,NA,SJER,3/1/2018,SJER2018-03,37.081978,-119.720355,258188.614,4107429.332,0,0,0,0,0,0
SJER,SJER_016,2017,1.509036267,0.125753022,12,1.996250988,0.124765687,16,1.769426489,0.147452207,12,0.546022092,0.136505523,4,0.046892445,0.023818385,0.92928917,2.625,1.333333333,52.02083333,0.07071083,3.958333333,1.798961398,0.064248621,28,1.146854011,0.095571168,12,invaded,0.584269663,0.104805967,2017-03,2017SJER_016,258548.539,4106890.393,0.711850064,11.231,1.277310909,127,0.075550268,0.924449732,1.833253523,15.76287287,1.517820523,0.717250956,0.922216375,10.68049237,NA,SJER,3/1/2017,SJER2017-03,37.077219,-119.716137,258548.539,4106890.393,0,190.5,295.5,221,586,952
SJER,SJER_016,2017,1.509036267,0.125753022,12,1.996250988,0.124765687,16,1.769426489,0.147452207,12,0.546022092,0.136505523,4,0.046892445,0.023818385,0.92928917,2.625,1.333333333,52.02083333,0.07071083,3.958333333,1.798961398,0.064248621,28,1.146854011,0.095571168,12,invaded,0.584269663,0.104805967,2017-03,2017SJER_016,258548.539,4106890.393,0.711850064,11.231,1.277310909,127,0.075550268,0.924449732,1.833253523,15.76287287,1.517820523,0.717250956,0.922216375,10.68049237,NA,SJER,3/1/2018,SJER2018-03,37.077219,-119.716137,258548.539,4106890.393,0,190.5,295.5,221,586,952
SJER,SJER_016,2017,1.509036267,0.125753022,12,1.996250988,0.124765687,16,1.769426489,0.147452207,12,0.546022092,0.136505523,4,0.046892445,0.023818385,0.92928917,2.625,1.333333333,52.02083333,0.07071083,3.958333333,1.798961398,0.064248621,28,1.146854011,0.095571168,12,invaded,0.584269663,0.104805967,2017-03,2017SJER_016,258548.539,4106890.393,0.711850064,11.231,1.277310909,127,0.075550268,0.924449732,1.833253523,15.76287287,1.517820523,0.717250956,0.922216375,10.68049237,NA,SJER,3/1/2019,SJER2019-03,37.077219,-119.716137,258548.539,4106890.393,0,190.5,295.5,221,586,952
SJER,SJER_016,2019,0.575974739,0.082282106,7,2.123815569,0.066369237,32,2.264330096,0.15095534,15,1.718916718,0.101112748,17,0.080375084,0.65438714,0.265237776,2.5,20.35416667,8.25,0.734762224,22.85416667,2.291734188,0.058762415,39,1.24771597,0.073395057,17,invaded,0.75,0.0546875,2019-03,2019SJER_016,258548.539,4106890.393,0.88895877,12.104,1.33750295,153,0.091017252,0.908982748,2.234050585,16.10096122,1.722028032,0.719074433,0.915582703,13.61897652,NA,SJER,3/1/2017,SJER2017-03,37.077219,-119.716137,258548.539,4106890.393,0,190.5,295.5,221,586,952
SJER,SJER_016,2019,0.575974739,0.082282106,7,2.123815569,0.066369237,32,2.264330096,0.15095534,15,1.718916718,0.101112748,17,0.080375084,0.65438714,0.265237776,2.5,20.35416667,8.25,0.734762224,22.85416667,2.291734188,0.058762415,39,1.24771597,0.073395057,17,invaded,0.75,0.0546875,2019-03,2019SJER_016,258548.539,4106890.393,0.88895877,12.104,1.33750295,153,0.091017252,0.908982748,2.234050585,16.10096122,1.722028032,0.719074433,0.915582703,13.61897652,NA,SJER,3/1/2018,SJER2018-03,37.077219,-119.716137,258548.539,4106890.393,0,190.5,295.5,221,586,952
SJER,SJER_016,2019,0.575974739,0.082282106,7,2.123815569,0.066369237,32,2.264330096,0.15095534,15,1.718916718,0.101112748,17,0.080375084,0.65438714,0.265237776,2.5,20.35416667,8.25,0.734762224,22.85416667,2.291734188,0.058762415,39,1.24771597,0.073395057,17,invaded,0.75,0.0546875,2019-03,2019SJER_016,258548.539,4106890.393,0.88895877,12.104,1.33750295,153,0.091017252,0.908982748,2.234050585,16.10096122,1.722028032,0.719074433,0.915582703,13.61897652,NA,SJER,3/1/2019,SJER2019-03,37.077219,-119.716137,258548.539,4106890.393,0,190.5,295.5,221,586,952
SJER,SJER_016,2018,1.121656786,0.124628532,9,1.319869709,0.263973942,5,1.012252864,0.253063216,4,0,0,1,0.030218503,0.012784751,0.956996746,1.625,0.6875,51.4625,0.043003254,2.3125,1.307554512,0.093396751,14,0.85916752,0.122738217,7,invaded,0.65625,0.101991758,2018-03,2018SJER_016,258548.539,4106890.393,0.942181294,11.869,1.322845522,120,0.07138608,0.92861392,2.152272297,15.66894015,1.514092132,0.717590244,0.917877347,11.929758,NA,SJER,3/1/2017,SJER2017-03,37.077219,-119.716137,258548.539,4106890.393,0,190.5,295.5,221,586,952
SJER,SJER_016,2018,1.121656786,0.124628532,9,1.319869709,0.263973942,5,1.012252864,0.253063216,4,0,0,1,0.030218503,0.012784751,0.956996746,1.625,0.6875,51.4625,0.043003254,2.3125,1.307554512,0.093396751,14,0.85916752,0.122738217,7,invaded,0.65625,0.101991758,2018-03,2018SJER_016,258548.539,4106890.393,0.942181294,11.869,1.322845522,120,0.07138608,0.92861392,2.152272297,15.66894015,1.514092132,0.717590244,0.917877347,11.929758,NA,SJER,3/1/2018,SJER2018-03,37.077219,-119.716137,258548.539,4106890.393,0,190.5,295.5,221,586,952
SJER,SJER_016,2018,1.121656786,0.124628532,9,1.319869709,0.263973942,5,1.012252864,0.253063216,4,0,0,1,0.030218503,0.012784751,0.956996746,1.625,0.6875,51.4625,0.043003254,2.3125,1.307554512,0.093396751,14,0.85916752,0.122738217,7,invaded,0.65625,0.101991758,2018-03,2018SJER_016,258548.539,4106890.393,0.942181294,11.869,1.322845522,120,0.07138608,0.92861392,2.152272297,15.66894015,1.514092132,0.717590244,0.917877347,11.929758,NA,SJER,3/1/2019,SJER2019-03,37.077219,-119.716137,258548.539,4106890.393,0,190.5,295.5,221,586,952
SJER,SJER_022,2019,1.816437242,0.129745517,14,1.983598515,0.0508615,39,2.713456106,0.113060671,24,1.58075214,0.105383476,15,0.060047096,0.610675039,0.329277865,3.1875,32.41666667,17.47916667,0.670722135,35.60416667,2.562222058,0.048343812,53,1.479230496,0.06723775,22,invaded,0.785123967,0.062383364,2019-03,2019SJER_022,258486.988,4107220.615,0.851731061,8.967,1.282102714,97,0.057703748,0.942296252,1.906664767,4.752438641,0.054866586,0.49688065,0.822245069,9.714311324,NA,SJER,3/1/2018,SJER2018-03,37.080176,-119.716934,258486.988,4107220.615,2421,251,583,948,1313,1679
SJER,SJER_022,2019,1.816437242,0.129745517,14,1.983598515,0.0508615,39,2.713456106,0.113060671,24,1.58075214,0.105383476,15,0.060047096,0.610675039,0.329277865,3.1875,32.41666667,17.47916667,0.670722135,35.60416667,2.562222058,0.048343812,53,1.479230496,0.06723775,22,invaded,0.785123967,0.062383364,2019-03,2019SJER_022,258486.988,4107220.615,0.851731061,8.967,1.282102714,97,0.057703748,0.942296252,1.906664767,4.752438641,0.054866586,0.49688065,0.822245069,9.714311324,NA,SJER,3/1/2019,SJER2019-03,37.080176,-119.716934,258486.988,4107220.615,2421,251,583,948,1313,1679
SJER,SJER_022,2018,1.320751088,0.101596238,13,2.379331923,0.148708245,16,2.342944559,0.167353183,14,0.257318641,0.12865932,2,0.05216285,0.017811705,0.930025445,2.5625,0.875,45.6875,0.069974555,3.4375,1.648397934,0.056841308,29,0.730676548,0.042980973,17,invaded,0.755555556,0.094580684,2018-03,2018SJER_022,258486.988,4107220.615,1.072125555,10.632,1.31322733,104,0.061867936,0.938132064,2.161303177,4.718641702,0.123489696,0.501963923,0.829420241,8.190482212,NA,SJER,3/1/2018,SJER2018-03,37.080176,-119.716934,258486.988,4107220.615,2421,251,583,948,1313,1679
SJER,SJER_022,2018,1.320751088,0.101596238,13,2.379331923,0.148708245,16,2.342944559,0.167353183,14,0.257318641,0.12865932,2,0.05216285,0.017811705,0.930025445,2.5625,0.875,45.6875,0.069974555,3.4375,1.648397934,0.056841308,29,0.730676548,0.042980973,17,invaded,0.755555556,0.094580684,2018-03,2018SJER_022,258486.988,4107220.615,1.072125555,10.632,1.31322733,104,0.061867936,0.938132064,2.161303177,4.718641702,0.123489696,0.501963923,0.829420241,8.190482212,NA,SJER,3/1/2019,SJER2019-03,37.080176,-119.716934,258486.988,4107220.615,2421,251,583,948,1313,1679
SJER,SJER_028,2018,1.431889282,0.17898616,8,1.65176995,0.097162938,17,1.248293132,0.113481194,11,1.524707393,0.254117899,6,0.173431734,0.02398524,0.802583026,5.875,0.8125,27.1875,0.197416974,6.6875,1.97209813,0.078883925,25,1.41266429,0.100904592,14,invaded,0.662251656,0.180825267,2018-03,2018SJER_028,257556.83,4107038.738,1.502170025,17.178,1.448175786,93,0.055324212,0.944675788,3.573975227,14.60572311,0.991314759,0.683631515,0.908337589,11.77726155,NA,SJER,3/1/2018,SJER2018-03,37.078298,-119.727329,257556.83,4107038.738,0,0,0,0,0,0
TALL,TALL_001,2016,0.693147181,0.34657359,2,2.526769042,0.070188029,36,2.503901408,0.07154004,35,0,0,1,0.989684075,0.006447453,0.003868472,31.97916667,0.208333333,0.125,0.996131528,32.1875,2.545025665,0.06697436,38,2.020339685,0.096206652,21,invaded,0.811989101,0.035693018,2016-05,2016TALL_001,459568.133,3648893.935,24.05428625,35.587,3.430115675,88,0.052349792,0.947650208,6.904833493,12.16444707,4.688807604,0.768899926,0.897575832,13.53553279,0.391369839,TALL,5/1/2016,TALL2016-05,32.977665,-87.432705,459568.133,3648893.935,0,0,0,0,0,0
TALL,TALL_002,2016,0.562335145,0.281167572,2,3.040531278,0.048262401,63,2.975485248,0.048778447,61,0.43815932,0.21907966,2,0.94902294,0.037383178,0.013593883,23.27083333,0.916666667,0.333333333,0.986406117,24.1875,3.078772384,0.047365729,65,2.44286019,0.076339381,32,invaded,0.814049587,0.047275529,2016-05,2016TALL_002,459899.092,3642739.859,18.71027347,32.185,2.489283536,83,0.049375372,0.950624628,3.599811357,11.59703015,3.47873082,0.752810019,0.895673487,14.53126517,NA,TALL,5/1/2016,TALL2016-05,32.922166,-87.428895,459899.092,3642739.859,0,0,0,0,0,0
TALL,TALL_003,2016,0,0,0,2.403183958,0.034331199,70,2.328824277,0.034758571,67,0.545594574,0.272797287,2,0.981104113,0.018895887,0,55.16666667,1.0625,0,1,56.41666667,2.403183958,0.034331199,70,2.016100125,0.065035488,31,not_invaded,0.842857143,0.02923588,2016-05,2016TALL_003,461154.634,3639560.634,3.773805556,29.847,1.892724538,97,0.057703748,0.942296252,7.899940178,10.14315054,5.212536435,0.702028889,0.873630925,18.94110927,0,TALL,5/1/2016,TALL2016-05,32.893534,-87.415333,461154.634,3639560.634,263,629,990,503,868,1234
TALL,TALL_004,2016,0,0,0,2.943374965,0.049056249,60,2.874358085,0.053228853,54,1.240002706,0.206667118,6,0.978346457,0.021653543,0,41.41666667,0.916666667,0,1,42.33333333,2.943374965,0.049056249,60,2.358082823,0.094323313,25,not_invaded,0.724299065,0.070483543,2016-05,2016TALL_004,459567.683,3646700.987,6.412799497,25.319,4.520493428,90,0.05353956,0.94646044,7.092453152,10.67593805,4.297829475,0.726129014,0.895635598,9.261377546,NA,TALL,5/1/2016,TALL2016-05,32.957884,-87.432614,459567.683,3646700.987,0,0,0,0,0,0
TALL,TALL_005,2016,0,0,1,3.467607589,0.038961883,89,3.338284594,0.04279852,78,1.701395361,0.170139536,10,0.942528736,0.056426332,0.001044932,37.58333333,2.25,0.041666667,0.998956159,39.875,3.472197065,0.038579967,90,2.84935202,0.0712338,40,invaded,0.884057971,0.011707501,2016-05,2016TALL_005,462839.4,3639953.572,14.45202524,34.625,4.576888872,96,0.057108864,0.942891136,11.7782698,10.81244187,3.609093564,0.733484192,0.881191079,12.5265482,NA,TALL,5/1/2016,TALL2016-05,32.897137,-87.397336,462839.4,3639953.572,15,349,194,503,868,1234
TALL,TALL_006,2016,0,0,0,2.702460586,0.029374572,92,2.610875471,0.031839945,82,1.621255149,0.180139461,9,0.979127135,0.020872865,0,64.5,1.375,0,1,66.04166667,2.702460586,0.029374572,92,2.332934725,0.047610913,49,not_invaded,0.836666667,0.047767296,2016-05,2016TALL_006,458276.666,3640160.863,20.27470301,32.787,4.01245971,85,0.05056514,0.94943486,8.117123094,13.78866411,4.247312206,0.797839287,0.900443878,11.75794502,0.559339061,TALL,5/1/2016,TALL2016-05,32.898842,-87.446131,458276.666,3640160.863,0,0,0,0,0,0
TALL,TALL_007,2016,0,0,1,2.827903553,0.068973257,41,2.773324467,0.071110884,39,0.422709088,0.211354544,2,0.975418994,0.022346369,0.002234637,18.1875,0.416666667,0.041666667,0.997765363,18.60416667,2.837455854,0.067558473,42,2.36063766,0.094425506,25,invaded,0.818461538,0.028291708,2016-05,2016TALL_007,460105.357,3648532.707,18.29707634,26.942,2.479439094,109,0.064842356,0.935157644,4.291152928,10.21022358,3.194031842,0.766489556,0.8913305,9.111082883,0.668032222,TALL,5/1/2016,TALL2016-05,32.974426,-87.42694,460105.357,3648532.707,0,0,0,0,0,0
